MSigDB_Set_Name	GO_Term_ID	GO_Term_Original_Name
GOMF_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	GO:0001637	G protein-coupled chemoattractant receptor activity
GOBP_OSTEOBLAST_DIFFERENTIATION	GO:0001649	osteoblast differentiation
GOCC_FIBRILLAR_CENTER	GO:0001650	fibrillar center
GOCC_GRANULAR_COMPONENT	GO:0001652	granular component
GOMF_PEPTIDE_RECEPTOR_ACTIVITY	GO:0001653	peptide receptor activity
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT	GO:0001655	urogenital system development
GOBP_METANEPHROS_DEVELOPMENT	GO:0001656	metanephros development
GOBP_TEMPERATURE_HOMEOSTASIS	GO:0001659	temperature homeostasis
GOBP_FEVER_GENERATION	GO:0001660	fever generation
GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING	GO:0001664	G protein-coupled receptor binding
GOMF_ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY	GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	GO:0001667	ameboidal-type cell migration
GOCC_ACROSOMAL_VESICLE	GO:0001669	acrosomal vesicle
GOMF_ATPASE_ACTIVATOR_ACTIVITY	GO:0001671	ATPase activator activity
GOBP_REGULATION_OF_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	GO:0001672	regulation of chromatin assembly or disassembly
GOCC_MALE_GERM_CELL_NUCLEUS	GO:0001673	male germ cell nucleus
GOCC_FEMALE_GERM_CELL_NUCLEUS	GO:0001674	female germ cell nucleus
GOBP_ACROSOME_ASSEMBLY	GO:0001675	acrosome assembly
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GO:0001676	long-chain fatty acid metabolic process
GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS	GO:0001678	cellular glucose homeostasis
GOBP_TRNA_5_LEADER_REMOVAL	GO:0001682	tRNA 5'-leader removal
GOBP_HISTAMINE_METABOLIC_PROCESS	GO:0001692	histamine metabolic process
GOBP_GASTRIC_ACID_SECRETION	GO:0001696	gastric acid secretion
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	GO:0001701	in utero embryonic development
GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	GO:0001702	gastrulation with mouth forming second
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	GO:0001704	formation of primary germ layer
GOBP_ENDODERM_FORMATION	GO:0001706	endoderm formation
GOBP_CELL_FATE_SPECIFICATION	GO:0001708	cell fate specification
GOBP_CELL_FATE_DETERMINATION	GO:0001709	cell fate determination
GOBP_MESODERMAL_CELL_FATE_COMMITMENT	GO:0001710	mesodermal cell fate commitment
GOBP_ENDODERMAL_CELL_FATE_COMMITMENT	GO:0001711	endodermal cell fate commitment
GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION	GO:0001714	endodermal cell fate specification
GOCC_RUFFLE	GO:0001726	ruffle
GOMF_LIPID_KINASE_ACTIVITY	GO:0001727	lipid kinase activity
GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX	GO:0001731	formation of translation preinitiation complex
GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX	GO:0001732	formation of cytoplasmic translation initiation complex
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	GO:0001738	morphogenesis of a polarized epithelium
GOCC_BARR_BODY	GO:0001740	Barr body
GOCC_XY_BODY	GO:0001741	XY body
GOCC_PHOTORECEPTOR_OUTER_SEGMENT	GO:0001750	photoreceptor outer segment
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	GO:0001754	eye photoreceptor cell differentiation
GOBP_NEURAL_CREST_CELL_MIGRATION	GO:0001755	neural crest cell migration
GOBP_SOMITOGENESIS	GO:0001756	somitogenesis
GOBP_SOMITE_SPECIFICATION	GO:0001757	somite specification
GOMF_RETINAL_DEHYDROGENASE_ACTIVITY	GO:0001758	retinal dehydrogenase activity
GOBP_ORGAN_INDUCTION	GO:0001759	organ induction
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GO:0001763	morphogenesis of a branching structure
GOBP_NEURON_MIGRATION	GO:0001764	neuron migration
GOBP_MEMBRANE_RAFT_ASSEMBLY	GO:0001765	membrane raft assembly
GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY	GO:0001767	establishment of lymphocyte polarity
GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION	GO:0001771	immunological synapse formation
GOCC_IMMUNOLOGICAL_SYNAPSE	GO:0001772	immunological synapse
GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	GO:0001773	myeloid dendritic cell activation
GOBP_MICROGLIAL_CELL_ACTIVATION	GO:0001774	microglial cell activation
GOBP_CELL_ACTIVATION	GO:0001775	cell activation
GOBP_LEUKOCYTE_HOMEOSTASIS	GO:0001776	leukocyte homeostasis
GOBP_PLASMA_MEMBRANE_REPAIR	GO:0001778	plasma membrane repair
GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	GO:0001779	natural killer cell differentiation
GOBP_NEUTROPHIL_HOMEOSTASIS	GO:0001780	neutrophil homeostasis
GOBP_NEUTROPHIL_APOPTOTIC_PROCESS	GO:0001781	neutrophil apoptotic process
GOBP_B_CELL_HOMEOSTASIS	GO:0001782	B cell homeostasis
GOBP_B_CELL_APOPTOTIC_PROCESS	GO:0001783	B cell apoptotic process
GOMF_PHOSPHOTYROSINE_RESIDUE_BINDING	GO:0001784	phosphotyrosine residue binding
GOMF_PHOSPHATIDYLSERINE_BINDING	GO:0001786	phosphatidylserine binding
GOBP_NATURAL_KILLER_CELL_PROLIFERATION	GO:0001787	natural killer cell proliferation
GOBP_CYTOKINE_PRODUCTION	GO:0001816	cytokine production
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO:0001818	negative regulation of cytokine production
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO:0001819	positive regulation of cytokine production
GOBP_SEROTONIN_SECRETION	GO:0001820	serotonin secretion
GOBP_HISTAMINE_SECRETION	GO:0001821	histamine secretion
GOBP_MESONEPHROS_DEVELOPMENT	GO:0001823	mesonephros development
GOBP_BLASTOCYST_DEVELOPMENT	GO:0001824	blastocyst development
GOBP_BLASTOCYST_FORMATION	GO:0001825	blastocyst formation
GOBP_INNER_CELL_MASS_CELL_DIFFERENTIATION	GO:0001826	inner cell mass cell differentiation
GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION	GO:0001829	trophectodermal cell differentiation
GOBP_BLASTOCYST_GROWTH	GO:0001832	blastocyst growth
GOBP_INNER_CELL_MASS_CELL_PROLIFERATION	GO:0001833	inner cell mass cell proliferation
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GO:0001836	release of cytochrome c from mitochondria
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GO:0001837	epithelial to mesenchymal transition
GOBP_NEURAL_PLATE_MORPHOGENESIS	GO:0001839	neural plate morphogenesis
GOBP_NEURAL_PLATE_DEVELOPMENT	GO:0001840	neural plate development
GOBP_NEURAL_TUBE_FORMATION	GO:0001841	neural tube formation
GOBP_NEURAL_FOLD_FORMATION	GO:0001842	neural fold formation
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
GOBP_PHAGOLYSOSOME_ASSEMBLY	GO:0001845	phagolysosome assembly
GOMF_OPSONIN_BINDING	GO:0001846	opsonin binding
GOMF_COMPLEMENT_BINDING	GO:0001848	complement binding
GOMF_COMPLEMENT_COMPONENT_C1Q_COMPLEX_BINDING	GO:0001849	complement component C1q complex binding
GOMF_COMPLEMENT_COMPONENT_C3B_BINDING	GO:0001851	complement component C3b binding
GOBP_NK_T_CELL_DIFFERENTIATION	GO:0001865	NK T cell differentiation
GOBP_NK_T_CELL_PROLIFERATION	GO:0001866	NK T cell proliferation
GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY	GO:0001867	complement activation, lectin pathway
GOMF_LIPOPOLYSACCHARIDE_IMMUNE_RECEPTOR_ACTIVITY	GO:0001875	lipopolysaccharide immune receptor activity
GOBP_RECEPTOR_RECYCLING	GO:0001881	receptor recycling
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT	GO:0001885	endothelial cell development
GOBP_ENDOTHELIAL_CELL_MORPHOGENESIS	GO:0001886	endothelial cell morphogenesis
GOBP_SELENIUM_COMPOUND_METABOLIC_PROCESS	GO:0001887	selenium compound metabolic process
GOBP_PLACENTA_DEVELOPMENT	GO:0001890	placenta development
GOCC_PHAGOCYTIC_CUP	GO:0001891	phagocytic cup
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	GO:0001892	embryonic placenta development
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	GO:0001893	maternal placenta development
GOBP_TISSUE_HOMEOSTASIS	GO:0001894	tissue homeostasis
GOBP_RETINA_HOMEOSTASIS	GO:0001895	retina homeostasis
GOBP_CELL_KILLING	GO:0001906	cell killing
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO:0001909	leukocyte mediated cytotoxicity
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO:0001910	regulation of leukocyte mediated cytotoxicity
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO:0001911	negative regulation of leukocyte mediated cytotoxicity
GOBP_T_CELL_MEDIATED_CYTOTOXICITY	GO:0001913	T cell mediated cytotoxicity
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GO:0001914	regulation of T cell mediated cytotoxicity
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GO:0001915	negative regulation of T cell mediated cytotoxicity
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GO:0001916	positive regulation of T cell mediated cytotoxicity
GOCC_PHOTORECEPTOR_INNER_SEGMENT	GO:0001917	photoreceptor inner segment
GOBP_REGULATION_OF_RECEPTOR_RECYCLING	GO:0001919	regulation of receptor recycling
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING	GO:0001921	positive regulation of receptor recycling
GOBP_B_1_B_CELL_DIFFERENTIATION	GO:0001923	B-1 B cell differentiation
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	GO:0001932	regulation of protein phosphorylation
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION	GO:0001934	positive regulation of protein phosphorylation
GOBP_ENDOTHELIAL_CELL_PROLIFERATION	GO:0001935	endothelial cell proliferation
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	GO:0001937	negative regulation of endothelial cell proliferation
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	GO:0001938	positive regulation of endothelial cell proliferation
GOCC_FEMALE_PRONUCLEUS	GO:0001939	female pronucleus
GOCC_MALE_PRONUCLEUS	GO:0001940	male pronucleus
GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	GO:0001941	postsynaptic membrane organization
GOBP_VASCULATURE_DEVELOPMENT	GO:0001944	vasculature development
GOBP_LYMPH_VESSEL_DEVELOPMENT	GO:0001945	lymph vessel development
GOBP_LYMPHANGIOGENESIS	GO:0001946	lymphangiogenesis
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	GO:0001952	regulation of cell-matrix adhesion
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	GO:0001953	negative regulation of cell-matrix adhesion
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	GO:0001954	positive regulation of cell-matrix adhesion
GOBP_BLOOD_VESSEL_MATURATION	GO:0001955	blood vessel maturation
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	GO:0001956	positive regulation of neurotransmitter secretion
GOBP_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	GO:0001963	synaptic transmission, dopaminergic
GOBP_STARTLE_RESPONSE	GO:0001964	startle response
GOMF_G_PROTEIN_ALPHA_SUBUNIT_BINDING	GO:0001965	G-protein alpha-subunit binding
GOBP_SUCKLING_BEHAVIOR	GO:0001967	suckling behavior
GOMF_FIBRONECTIN_BINDING	GO:0001968	fibronectin binding
GOMF_RETINOIC_ACID_BINDING	GO:0001972	retinoic acid binding
GOBP_BLOOD_VESSEL_REMODELING	GO:0001974	blood vessel remodeling
GOBP_RESPONSE_TO_AMPHETAMINE	GO:0001975	response to amphetamine
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	GO:0001977	renal system process involved in regulation of blood volume
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	GO:0001990	regulation of systemic arterial blood pressure by hormone
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_VASOPRESSIN	GO:0001992	regulation of systemic arterial blood pressure by vasopressin
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE	GO:0001993	regulation of systemic arterial blood pressure by norepinephrine-epinephrine
GOBP_RENIN_SECRETION_INTO_BLOOD_STREAM	GO:0002001	renin secretion into blood stream
GOBP_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD	GO:0002002	regulation of angiotensin levels in blood
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	GO:0002009	morphogenesis of an epithelium
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	GO:0002011	morphogenesis of an epithelial sheet
GOBP_REGULATION_OF_BLOOD_VOLUME_BY_RENIN_ANGIOTENSIN	GO:0002016	regulation of blood volume by renin-angiotensin
GOMF_PROTEASE_BINDING	GO:0002020	protease binding
GOBP_RESPONSE_TO_DIETARY_EXCESS	GO:0002021	response to dietary excess
GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS	GO:0002023	reduction of food intake in response to dietary excess
GOBP_DIET_INDUCED_THERMOGENESIS	GO:0002024	diet induced thermogenesis
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	GO:0002026	regulation of the force of heart contraction
GOBP_REGULATION_OF_HEART_RATE	GO:0002027	regulation of heart rate
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	GO:0002028	regulation of sodium ion transport
GOBP_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION	GO:0002031	G protein-coupled receptor internalization
GOBP_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	GO:0002036	regulation of L-glutamate import across plasma membrane
GOMF_P53_BINDING	GO:0002039	p53 binding
GOBP_SPROUTING_ANGIOGENESIS	GO:0002040	sprouting angiogenesis
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO:0002042	cell migration involved in sprouting angiogenesis
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis
GOMF_OPSIN_BINDING	GO:0002046	opsin binding
GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	GO:0002052	positive regulation of neuroblast proliferation
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	GO:0002053	positive regulation of mesenchymal cell proliferation
GOMF_NUCLEOBASE_BINDING	GO:0002054	nucleobase binding
GOBP_CHONDROCYTE_DIFFERENTIATION	GO:0002062	chondrocyte differentiation
GOBP_CHONDROCYTE_DEVELOPMENT	GO:0002063	chondrocyte development
GOBP_EPITHELIAL_CELL_DEVELOPMENT	GO:0002064	epithelial cell development
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GO:0002065	columnar/cuboidal epithelial cell differentiation
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	GO:0002066	columnar/cuboidal epithelial cell development
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	GO:0002067	glandular epithelial cell differentiation
GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	GO:0002068	glandular epithelial cell development
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_MATURATION	GO:0002069	columnar/cuboidal epithelial cell maturation
GOBP_EPITHELIAL_CELL_MATURATION	GO:0002070	epithelial cell maturation
GOBP_OPTIC_CUP_MORPHOGENESIS_INVOLVED_IN_CAMERA_TYPE_EYE_DEVELOPMENT	GO:0002072	optic cup morphogenesis involved in camera-type eye development
GOBP_OSTEOBLAST_DEVELOPMENT	GO:0002076	osteoblast development
GOCC_INNER_ACROSOMAL_MEMBRANE	GO:0002079	inner acrosomal membrane
GOCC_ACROSOMAL_MEMBRANE	GO:0002080	acrosomal membrane
GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GO:0002082	regulation of oxidative phosphorylation
GOBP_PROTEIN_DEPALMITOYLATION	GO:0002084	protein depalmitoylation
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GO:0002088	lens development in camera-type eye
GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	GO:0002089	lens morphogenesis in camera-type eye
GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION	GO:0002090	regulation of receptor internalization
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	GO:0002091	negative regulation of receptor internalization
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	GO:0002092	positive regulation of receptor internalization
GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	GO:0002093	auditory receptor cell morphogenesis
GOBP_TRNA_WOBBLE_BASE_MODIFICATION	GO:0002097	tRNA wobble base modification
GOCC_PODOSOME	GO:0002102	podosome
GOBP_STORE_OPERATED_CALCIUM_ENTRY	GO:0002115	store-operated calcium entry
GOCC_SEMAPHORIN_RECEPTOR_COMPLEX	GO:0002116	semaphorin receptor complex
GOBP_AGGRESSIVE_BEHAVIOR	GO:0002118	aggressive behavior
GOCC_STEREOCILIA_COUPLING_LINK	GO:0002139	stereocilia coupling link
GOMF_G_QUADRUPLEX_RNA_BINDING	GO:0002151	G-quadruplex RNA binding
GOBP_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	GO:0002154	thyroid hormone mediated signaling pathway
GOBP_REGULATION_OF_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	GO:0002155	regulation of thyroid hormone mediated signaling pathway
GOBP_OSTEOCLAST_PROLIFERATION	GO:0002158	osteoclast proliferation
GOMF_AMINOACYL_TRNA_EDITING_ACTIVITY	GO:0002161	aminoacyl-tRNA editing activity
GOMF_DYSTROGLYCAN_BINDING	GO:0002162	dystroglycan binding
GOCC_MANCHETTE	GO:0002177	manchette
GOCC_PALMITOYLTRANSFERASE_COMPLEX	GO:0002178	palmitoyltransferase complex
GOBP_CYTOPLASMIC_TRANSLATION	GO:0002181	cytoplasmic translation
GOBP_CYTOPLASMIC_TRANSLATIONAL_ELONGATION	GO:0002182	cytoplasmic translational elongation
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	GO:0002183	cytoplasmic translational initiation
GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX	GO:0002189	ribose phosphate diphosphokinase complex
GOCC_ZONA_PELLUCIDA_RECEPTOR_COMPLEX	GO:0002199	zona pellucida receptor complex
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	GO:0002200	somatic diversification of immune receptors
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	GO:0002218	activation of innate immune response
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GO:0002221	pattern recognition receptor signaling pathway
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO:0002224	toll-like receptor signaling pathway
GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA	GO:0002227	innate immune response in mucosa
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO:0002228	natural killer cell mediated immunity
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	GO:0002230	positive regulation of defense response to virus by host
GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO:0002232	leukocyte chemotaxis involved in inflammatory response
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	GO:0002237	response to molecule of bacterial origin
GOBP_RESPONSE_TO_MOLECULE_OF_FUNGAL_ORIGIN	GO:0002238	response to molecule of fungal origin
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	GO:0002244	hematopoietic progenitor cell differentiation
GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO:0002246	wound healing involved in inflammatory response
GOBP_LYMPHOCYTE_ANERGY	GO:0002249	lymphocyte anergy
GOBP_ADAPTIVE_IMMUNE_RESPONSE	GO:0002250	adaptive immune response
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	GO:0002251	organ or tissue specific immune response
GOBP_IMMUNE_EFFECTOR_PROCESS	GO:0002252	immune effector process
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	GO:0002253	activation of immune response
GOBP_LYMPHOCYTE_HOMEOSTASIS	GO:0002260	lymphocyte homeostasis
GOBP_MYELOID_CELL_HOMEOSTASIS	GO:0002262	myeloid cell homeostasis
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002263	cell activation involved in immune response
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	GO:0002274	myeloid leukocyte activation
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002279	mast cell activation involved in immune response
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002281	macrophage activation involved in immune response
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002285	lymphocyte activation involved in immune response
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002286	T cell activation involved in immune response
GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002292	T cell differentiation involved in immune response
GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT	GO:0002295	T-helper cell lineage commitment
GOBP_T_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002309	T cell proliferation involved in immune response
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002312	B cell activation involved in immune response
GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002313	mature B cell differentiation involved in immune response
GOBP_GERMINAL_CENTER_B_CELL_DIFFERENTIATION	GO:0002314	germinal center B cell differentiation
GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION	GO:0002315	marginal zone B cell differentiation
GOBP_PLASMA_CELL_DIFFERENTIATION	GO:0002317	plasma cell differentiation
GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	GO:0002318	myeloid progenitor cell differentiation
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	GO:0002320	lymphoid progenitor cell differentiation
GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002322	B cell proliferation involved in immune response
GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002323	natural killer cell activation involved in immune response
GOBP_B_CELL_LINEAGE_COMMITMENT	GO:0002326	B cell lineage commitment
GOBP_IMMATURE_B_CELL_DIFFERENTIATION	GO:0002327	immature B cell differentiation
GOBP_PRO_B_CELL_DIFFERENTIATION	GO:0002328	pro-B cell differentiation
GOBP_PRE_B_CELL_DIFFERENTIATION	GO:0002329	pre-B cell differentiation
GOBP_MATURE_B_CELL_DIFFERENTIATION	GO:0002335	mature B cell differentiation
GOBP_RESPONSE_TO_TUMOR_CELL	GO:0002347	response to tumor cell
GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO:0002349	histamine production involved in inflammatory response
GOBP_DEFENSE_RESPONSE_TO_TUMOR_CELL	GO:0002357	defense response to tumor cell
GOBP_T_CELL_LINEAGE_COMMITMENT	GO:0002360	T cell lineage commitment
GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0002367	cytokine production involved in immune response
GOBP_T_CELL_CYTOKINE_PRODUCTION	GO:0002369	T cell cytokine production
GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION	GO:0002370	natural killer cell cytokine production
GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION	GO:0002371	dendritic cell cytokine production
GOBP_MYELOID_DENDRITIC_CELL_CYTOKINE_PRODUCTION	GO:0002372	myeloid dendritic cell cytokine production
GOBP_IMMUNOGLOBULIN_PRODUCTION	GO:0002377	immunoglobulin production
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response
GOBP_MHC_PROTEIN_COMPLEX_ASSEMBLY	GO:0002396	MHC protein complex assembly
GOBP_DENDRITIC_CELL_CHEMOTAXIS	GO:0002407	dendritic cell chemotaxis
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL	GO:0002418	immune response to tumor cell
GOBP_T_CELL_MEDIATED_CYTOTOXICITY_DIRECTED_AGAINST_TUMOR_CELL_TARGET	GO:0002419	T cell mediated cytotoxicity directed against tumor cell target
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	GO:0002423	natural killer cell mediated immune response to tumor cell
GOBP_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	GO:0002424	T cell mediated immune response to tumor cell
